0,2019-06-17,79,223
1,2019-06-10,65,115
2,2019-06-03,47,72
3,2019-05-27,58,105
4,2019-05-20,19,34
5,2019-05-13,20,57
6,2019-05-06,40,52
7,2019-04-29,56,51
8,2019-04-22,71,57
9,2019-04-15,64,64
10,2019-04-08,55,75
11,2019-04-01,69,123
